term_id,canonical_arabizi,variants,arabic_lebanese,english_meaning,language_role,sector_hint,issue_hint,asset_type,source,confidence,complaint_use,context_required,negative_constraints,example_contexts,review_status
CFL-04878,metrakme,metrakme,,,failure_mode,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04879,msakra l rasif,msakra l rasif,,,failure_mode,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04880,private-only issue without public asset,private-only issue without public asset,,,forbidden_combination,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04881,unrelated app/file/password context,unrelated app/file/password context,,,forbidden_combination,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04882,private-only issue,private-only issue,,,hard_negative_near_miss,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04883,unrelated app/file/password/order context,unrelated app/file/password/order context,,,hard_negative_near_miss,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04884,waste collection vs tree maintenance,waste collection vs tree maintenance,,,hitl_trigger,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04885,drains clog,drains clog,,,impact,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04886,sidewalk blocked,sidewalk blocked,,,impact,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04887,2oddem l bineye,2oddem l bineye,,,location_pattern,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04888,3al rasif,3al rasif,,,location_pattern,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04889,7ad l park,7ad l park,,,location_pattern,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04890,GPS,GPS,,,required_evidence,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04891,image,image,,,required_evidence,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04892,time observed,time observed,,,required_evidence,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04893,public agency depends on asset and location,public agency depends on asset and location,,,responsible_party_hint,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04894,municipal trimming,municipal trimming,,,state,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04895,storm,storm,,,state,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04896,kel yom,kel yom,,,time_expression,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04897,men embare7,men embare7,,,time_expression,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04898,men tlet iyem,men tlet iyem,,,time_expression,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04899,3ajil,3ajil,,,urgency_expression,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04900,khatir,khatir,,,urgency_expression,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04901,ma byin7amal,ma byin7amal,,,urgency_expression,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04902,CDR,CDR,,,agency_hint,WASTE,illegal_dump,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi radm marmi bi 2ared fadiye; 7ada keb zbele wara l bineye; construction waste metrakem 7ad l tari2,strong
CFL-04903,MOE,MOE,,,agency_hint,WASTE,illegal_dump,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi radm marmi bi 2ared fadiye; 7ada keb zbele wara l bineye; construction waste metrakem 7ad l tari2,strong
CFL-04904,MUN,MUN,,,agency_hint,WASTE,illegal_dump,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi radm marmi bi 2ared fadiye; 7ada keb zbele wara l bineye; construction waste metrakem 7ad l tari2,strong
CFL-04905,2ared fadiye,2ared fadiye,,,asset,WASTE,illegal_dump,radm; zbele; 2ared fadiye; rubble,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi radm marmi bi 2ared fadiye; 7ada keb zbele wara l bineye; construction waste metrakem 7ad l tari2,strong
CFL-04906,radm,radm,,,asset,WASTE,illegal_dump,radm; zbele; 2ared fadiye; rubble,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi radm marmi bi 2ared fadiye; 7ada keb zbele wara l bineye; construction waste metrakem 7ad l tari2,strong
CFL-04907,rubble,rubble,,,asset,WASTE,illegal_dump,radm; zbele; 2ared fadiye; rubble,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi radm marmi bi 2ared fadiye; 7ada keb zbele wara l bineye; construction waste metrakem 7ad l tari2,strong
CFL-04908,zbele,zbele,,,asset,WASTE,illegal_dump,radm; zbele; 2ared fadiye; rubble,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi radm marmi bi 2ared fadiye; 7ada keb zbele wara l bineye; construction waste metrakem 7ad l tari2,strong
CFL-04909,citizen-observed failure,citizen-observed failure,,,cause,WASTE,illegal_dump,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi radm marmi bi 2ared fadiye; 7ada keb zbele wara l bineye; construction waste metrakem 7ad l tari2,strong
CFL-04910,unknown,unknown,,,cause,WASTE,illegal_dump,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi radm marmi bi 2ared fadiye; 7ada keb zbele wara l bineye; construction waste metrakem 7ad l tari2,strong
CFL-04911,masabb zbele,masabb zbele,,,corpus_evidence_term,WASTE,illegal_dump,,v29_model_corpus_evidence_terms,high,audit_seed,FALSE,verify against scenario inventory before generation,"2oddem l bayt masabb zbele w l ri7a 3am tetla3 men 2sbou3; 2oddem l bineye masabb zbele w barra l 7awiye bel leil; 2oddem l bineye masabb zbele w barra l 7awiye men 2sbou3; 2oddem l bineye masabb zbele w barra l 7awiye men l sobo7; 2oddem l madrase fi masabb zbele, barra l 7awiye, sar ma3na kaza yom; 2oddem l madrase masabb zbele w l ri7a 3am tetla3 hala2",needs_inventory_mapping
CFL-04912,masabb zbeleh,masabb zbeleh,,,corpus_evidence_term,WASTE,illegal_dump,,v29_model_corpus_evidence_terms,high,audit_seed,FALSE,verify against scenario inventory before generation,"3an jad fi masabb zbeleh bi nos l 7ay. barra l 7awiye mish ma32oul ydal hek; 3an jad masabb zbeleh wara l madrase w bi ard fade ya3ne; 3enna masabb zbeleh 7add l tari2. barra l 7awiye please 7ada yshouf; 3enna masabb zbeleh jemb l baladiye. barra l 7awiye baddna 7al sari3!; baddna nballigh: masabb zbeleh jemb l baladiye, barra l 7awiye baddna 7al sari3; bi ard fade baddna 7al sari3",needs_inventory_mapping
CFL-04913,nfayat 3al ard,nfayat 3al ard,,,corpus_evidence_term,WASTE,illegal_dump,,v29_model_corpus_evidence_terms,high,audit_seed,FALSE,verify against scenario inventory before generation,2oddem l bayt nfayat 3al ard w barra l 7awiye bel leil; 2oddem l bayt nfayat 3al ard w bi ard fade men 2sbou3; 2oddem l bineye nfayat 3al ard w l mahal 3am ykbar kel yom kel yom; 2oddem l madrase nfayat 3al ard w bi ard fade ba3d l matar; 2oddem l madrase nfayat 3al ard w l mahal 3am ykbar kel yom sar ma3na kaza yom; 2oddem l madrase nfayat 3al ard w l ri7a 3am tetla3 men emes,needs_inventory_mapping
CFL-04914,nkesh bina,nkesh bina,,,corpus_evidence_term,WASTE,illegal_dump,,v29_model_corpus_evidence_terms,high,audit_seed,FALSE,verify against scenario inventory before generation,2oddem l bayt nkesh bina mrama w barra l 7awiye men l sobo7; 2oddem l bineye nkesh bina mrama w barra l 7awiye men l sobo7; 2oddem l bineye nkesh bina mrama w l ri7a 3am tetla3 men emes; 2oddem l madrase nkesh bina mrama w l mahal 3am ykbar kel yom men 2sbou3; 2oddem l mahal nkesh bina mrama w l mahal 3am ykbar kel yom men emes; 2oddem l pharmacy nkesh bina mrama w bi ard fade kel yom,needs_inventory_mapping
CFL-04915,nkesh bina mrama,nkesh bina mrama,,,corpus_evidence_term,WASTE,illegal_dump,,v29_model_corpus_evidence_terms,high,audit_seed,FALSE,verify against scenario inventory before generation,2oddem l bayt nkesh bina mrama w barra l 7awiye men l sobo7; 2oddem l bineye nkesh bina mrama w barra l 7awiye men l sobo7; 2oddem l bineye nkesh bina mrama w l ri7a 3am tetla3 men emes; 2oddem l madrase nkesh bina mrama w l mahal 3am ykbar kel yom men 2sbou3; 2oddem l mahal nkesh bina mrama w l mahal 3am ykbar kel yom men emes; 2oddem l pharmacy nkesh bina mrama w bi ard fade kel yom,needs_inventory_mapping
CFL-04916,ramo zbele,ramo zbele,,,corpus_evidence_term,WASTE,illegal_dump,,v29_model_corpus_evidence_terms,high,audit_seed,FALSE,verify against scenario inventory before generation,2oddem l bayt ramo zbele w barra l 7awiye men 2sbou3; 2oddem l bayt ramo zbele w bi ard fade sar ma3na kaza yom; 2oddem l bayt ramo zbele w l mahal 3am ykbar kel yom ba3d l matar; 2oddem l mahal ramo zbele w bi ard fade ba3d l matar; 2oddem l mahal ramo zbele w bi ard fade men 2sbou3; 3a zawyet l share3 ramo zbele w l ri7a 3am tetla3 men tlet iyem,needs_inventory_mapping
CFL-04917,ramo zbeleh,ramo zbeleh,,,corpus_evidence_term,WASTE,illegal_dump,,v29_model_corpus_evidence_terms,high,audit_seed,FALSE,verify against scenario inventory before generation,"3an jad ramo zbeleh wara l madrase w barra l 7awiye? plz; baddna nballigh 3an ramo zbeleh 3al khat l fo2ani. bi ard fade mish ma32oul ydal hek plz; baddna nballigh 3an ramo zbeleh jemb l dekken. l mahal 3am ykbar kel yom baddna 7al sari3; baddna nballigh: ramo zbeleh jemb l baladiye, barra l 7awiye badha kashf 3ajil; fi ramo zbeleh 3a zawyet l share3. l mahal 3am ykbar kel yom w ma 7ada 3am yrud ya3ne; fi ramo zbeleh 7add l bineye sar ma3na kaza yom l mahal 3am ykbar kel yom w ma 7ada 3am yrud",needs_inventory_mapping
CFL-04918,zbele mrakame,zbele mrakame,,,corpus_evidence_term,WASTE,illegal_dump,,v29_model_corpus_evidence_terms,high,audit_seed,FALSE,verify against scenario inventory before generation,2oddem l bineye zbele mrakame w barra l 7awiye ba3d l matar; 2oddem l bineye zbele mrakame w barra l 7awiye men 2sbou3; 2oddem l bineye zbele mrakame w bi ard fade sar ma3na kaza yom; 2oddem l madrase zbele mrakame w l mahal 3am ykbar kel yom sar ma3na kaza yom; 2oddem l mahal zbele mrakame w barra l 7awiye ba3d l matar; 2oddem l mahal zbele mrakame w bi ard fade ba3d l matar,needs_inventory_mapping
