normalised_token,top_raw_forms,freq,distinct_tweets,civic_co_occ,civic_ratio,az_ctx_count,az_ctx_ratio,score,has_arabizi_digit,guardrailed,sample_tweet
drhratch,drhratch(3),3,3,0,0.000,2,0.667,4.0,0,0,مع الدكتور هراتش حبيب الملايين @drhratch https://t.co/jAK77Xwtgl
wee,weeee(2)|wee(1),3,3,0,0.000,2,0.667,4.0,0,0,@dinaliz2 hhahhahahaa wee have a winnerr!
midfielder,midfielder(3),3,3,0,0.000,2,0.667,4.0,0,0,@MesutOzil1088 best midfielder in history
teamarahuka,teamarahuka(3),3,3,0,0.000,2,0.667,4.0,0,0,#TeamArahuka gdmorng!@Tracygracy3 @kameme101 @njogunjoroge1 @Marynjau6G @martha_kibe @markdarcascoss
kafu,kafu(3),3,3,0,0.000,2,0.667,4.0,0,0,@GhettoRadio895 @MajimajiKenya @annitahraey @King_Kafu #Brekko #Brekko #Brekko
wordpressdotcom,wordpressdotcom(3),3,3,0,0.000,2,0.667,4.0,0,0,تاريخ قطر الاسود في الانقلابات    https://t.co/d7AHmtKZWa via @wordpressdotcom
detail,detail(3),3,3,0,0.000,2,0.667,4.0,0,0,We capture the detail of each and every wrinkle on their hands and feet the shape of their… https://
youstinkleb,youstinkleb(3),3,3,0,0.000,2,0.667,4.0,0,0,When your morning view is the top photo. Recycling become mandatory to preserve it ... @elementn @Yo
zarif,zarif(3),3,3,0,0.000,2,0.667,4.0,0,0,Fact: There is a big pleasure in tattooing paws! ? nouritto26 @ Zarif https://t.co/zuoD9oH4QF
crossing,crossing(3),3,3,0,0.000,2,0.667,4.0,0,0,@DADDYBAEnatics @eboykotful @annalim26 @seckzi_10 saan ka galing lugar puwede crossing to  antipolo 
touristermyeveryday,touristermyeveryday(3),3,3,0,0.000,2,0.667,4.0,0,0,#TouristerMyEveryday #tourism #oman #friends #blonde #star https://t.co/riPPaHtHQP
thepworld,thepworld(3),3,3,0,0.000,2,0.667,4.0,0,0,Creating a content that stands out @thepworld @nohawagih #mkbeirut #beirut #mkbeirut https://t.co/gj
gaza,gaza(3),3,3,0,0.000,2,0.667,4.0,0,0,Modern day love story in the midst of conflict: Hakim &amp; Falastin https://t.co/9jXDIRkXKx #Gaza #
zabadani,zabadani(3),3,3,0,0.000,2,0.667,4.0,0,0,@SYRedCrescent moves toward to #Madaya #Zabadani in #Rural_Damascus &amp; #Kefraya #Foua in #Idlip h
saintpatricksday,saintpatricksday(3),3,3,0,0.000,2,0.667,4.0,0,0,Happy St. Patrick's day From RPN Team    #StPatricksDay #saintpatricksday https://t.co/Uz6cmvyh8w
hussdajani,hussdajani(3),3,3,0,0.000,2,0.667,4.0,0,0,- @hussdajani is rocking the stage talking about #influencemarketing  #MKBeirut https://t.co/bLOmuhy
deliveries,deliveries(3),3,3,0,0.000,2,0.667,4.0,0,0,Final Trials before #SIMBADRC First Deliveries @byMBDA  https://t.co/nnUwRRCu9C https://t.co/t1Br1mn
fatimaahaidar,fatimaahaidar(3),3,3,0,0.000,2,0.667,4.0,0,0,"فضيحة ""صفراء"" في #مطار_بيروت.. و""الصحة"" ترد! https://t.co/lubzytmITs #لبنان  @fatimaahaidar"
iloveyou,iloveyou(3),3,3,0,0.000,2,0.667,4.0,0,0,Sweet sister ? childhoodbuddies ?? iloveyou kath ?? almost 20years kana talaga na anjan for me ??? h
seaworld,seaworld(3),3,3,0,0.000,2,0.667,4.0,0,0,#SeaWorld https://t.co/iRWyeWz1MG Follow https://t.co/mjdcUxhEqZ
posing,posing(3),3,3,0,0.000,2,0.667,4.0,0,0,How cute is this photo!?! @dimasadek looking adorable in her baby bump while posing with her… https:
bookart,bookart(3),3,3,0,0.000,2,0.667,4.0,0,0,My graphics art ink on paper #bookart  by qusay tariq the artist @salmahayek  #k #fashionista… https
track,track(3),3,3,0,0.000,2,0.667,4.0,0,0,Daughter - How is my new fav track
rachellegeagea,rachellegeagea(3),3,3,0,0.000,2,0.667,4.0,0,0,@RachelleGeagea Mercii Rachoo ???
sheilamcsn,sheilamcsn(3),3,3,0,0.000,2,0.667,4.0,0,0,@sheng08_ @SheilaMcsn ganyan ang pag mamahal ng  mga taga Agono Rizal God bless  po mga ka  Rizal ko
femaletexts,femaletexts(3),3,3,0,0.000,2,0.667,4.0,0,0,@FemaleTexts free ADVERTISING https://t.co/Mo2vJ47JLg https://t.co/k7rTTDaVQj
iconic,iconic(3),3,3,0,0.000,2,0.667,4.0,0,0,@TarekHallal You can prefer something over another without having to call a band as iconic as The Cu
girlsingreen,girlsingreen(3),3,3,0,0.000,2,0.667,4.0,0,0,Follow ?https://t.co/HfQfMGS2jp … …   ? @RaphaelJabbour1  Subscrib?  https://t.co/VAnuj7bSyx    #Rap
manchesterderby,manchesterderby(3),3,3,0,0.000,2,0.667,4.0,0,0,Expecting a draw at best tomorrow #ManchesterDerby
zledim,zledim(3),3,3,0,0.000,2,0.667,4.0,0,0,@baris_arduc ?zledim..
chehab,chehab(3),3,3,0,0.000,2,0.667,4.0,0,0,@fouadhenri thank you fouad chehab??
ainjar,ainjar(3),3,3,0,0.000,2,0.667,4.0,0,0,Welcome Early #Spring!   #blossom #bloom #mountain #trees #green #blue #sky #Ainjar #Bekaa… https://
ailesi,ailesi(3),3,3,0,0.000,2,0.667,4.0,0,0,Günayd?n #kiral?ka?k Ailesi ? https://t.co/LgFAgkgeO9
serenawilliams,serenawilliams(3),3,3,0,0.000,2,0.667,4.0,0,0,https://t.co/iRWyeWz1MG Follow #Trend  #hashtag  #Instavideo  #mood #SerenaWilliams https://t.co/NZB
asamled,asamled(3),3,3,0,0.000,2,0.667,4.0,0,0,@asamled عنجد الحياة حرام. على..خنزير متلك يا..اعور..دجال
batmanvsuperman,batmanvsuperman(3),3,3,0,0.000,2,0.667,4.0,0,0,Please follow ? ? ??https://t.co/Pvs2S3EZ8b ? ?twitter: @RaphaelJabbour1  #RaphaelJabbour ? https://
400k,400k(3),3,3,0,0.000,2,0.667,4.0,0,0,#إمبراطوره_الشعر_السادره_400k_متابع Plz Foll@Haidy_Moussa Ins?https://t.co/aW4bwkFGoG Fb?https://t.c
deadly,deadly(3),3,3,0,0.000,2,0.667,4.0,0,0,AFP: Russian airport reopens after deadly plane crash
guns,guns(3),3,3,0,0.000,2,0.667,4.0,0,0,@MarilouButtler2 I got guns in my head and they won't go
mariam0z,mariam0z(3),3,3,0,0.000,2,0.667,4.0,0,0,@Mariam0Z @Zeinobia
stopchildrapeinturkey,stopchildrapeinturkey(3),3,3,0,0.000,2,0.667,4.0,0,0,#StopChildRapeInTurkey https://t.co/iRWyeWz1MG Follow https://t.co/niDmv3Ffak
kanganaformelange,kanganaformelange(3),3,3,0,0.000,2,0.667,4.0,0,0,#TrendingLive #LoveTwitter #TwitterIn5Words #WorldWaterDay #انك_تكون_لبناني #KanganaforMelange #Khul
hananenews,hananenews(3),3,3,0,0.000,2,0.667,4.0,0,0,فانز حنان فانز يرفعوا الراس تبرعوا بمصاري وعملو حفلة باسم حنان للأطفال @hananenews #HananeElKhader @
mhaladjian,mhaladjian(3),3,3,0,0.000,2,0.667,4.0,0,0,نطلب الجزء الثاني من مسلسل سوا #Sawa ( @AimeeSayah  @YChlela  @youssefalkhal) @Lea_Habibian  @MHALAD
ausvnz,ausvnz(3),3,3,0,0.000,2,0.667,4.0,0,0,#AUSvNZ https://t.co/iRWyeWz1MG Follow https://t.co/eZHK6eldw5
abdeslam,abdeslam(3),3,3,0,0.000,2,0.667,4.0,0,0,plz follow?? ?https://t.co/MzzHtf9qCQ … … … …  ?@RaphaelJabbour1  #raphaeljabbour???? #Abdeslam #Wes
grass,grass(3),3,2,0,0.000,1,0.500,3.8,0,0,How much did #Gilette pay Lionel Messi to punch him sideways with grass? #lionelmessi #ads
iphone6s,iphone6s(3),3,2,0,0.000,1,0.500,3.8,0,0,Try out these #iPhone6s photo tips and take your stills from rookie to pro. AbsoluteCell® [DM us NOW
gangster,gangster(3),3,2,0,0.000,1,0.500,3.8,0,0,I'm totally gangster material wallaheeee https://t.co/UQ07szF1US
removing,removing(3),3,2,0,0.000,1,0.500,3.8,0,0,@KOSsayerMaria hahahaha this is way funnier than just removing them. Besides I wouldn't call removin
curves,curves(3),3,2,0,0.000,1,0.500,3.8,0,0,Curves #curves #chair #jbeilsouks #outdoor #photooftheday #street #photographie #picofday… https://t
sawfar,sawfar(3),3,2,0,0.000,1,0.500,3.8,0,0,Beautiful #sunset #saoufar #sawfar #myendlesslove @ Corniche Sawfar https://t.co/mWPxQHOHJt
taize,taize(3),3,2,0,0.000,1,0.500,3.8,0,0,@taize_fr MISERICORDIAS DOMINI https://t.co/TJ7xHeq2Tf
ligue,ligue(2)|ligue1(1),3,2,0,0.000,1,0.500,3.8,0,0,what's the point of Ligue1. Just give PSG the title and stop wasting their time.
cardinal,cardinal(3),3,2,0,0.000,1,0.500,3.8,0,0,TheWrappingPic ??? #ALaPsychomot @ Domaine Cardinal https://t.co/mqx4WnAImt
hakuna,hakuna(3),3,2,0,0.000,1,0.500,3.8,0,0,Hakuna hakuna silaha yeyote itakayofaulu @inooroke #Teammsiriri https://t.co/qVVWFmqXdL
shy,shy(2)|shy4(1),3,2,0,0.000,1,0.500,3.8,0,0,Imany – Don't be so shy  Filatov &amp; Karas Remix
patriot,patriot(3),3,2,0,0.000,1,0.500,3.8,0,0,@Raytheon to Display New Patriot Radar at The Winter Association of the @USArmy trade show https://t
tawag,tawag(3),3,2,0,0.000,1,0.500,3.8,0,0,@MaikoKitamura diba online lang ang spotted ano pa tawag dun sa magazine talaga?soft copy ba tawag d
sousou,sousou(3),3,2,0,0.000,1,0.500,3.8,0,0,@micha_sousou  الحقيقة مره فانز السلطانة في اعمال خيرية وفانز الحلية في اعمال التزوير والسب والشتم ?
asi,asi(3),3,2,0,0.000,1,0.500,3.8,0,0,Asi es https://t.co/RwI2fU2fFZ
plaza,plaza(3),3,2,0,0.000,1,0.500,3.8,0,0,Pagpunta n Roxas sa Tacloban ang KN ang pinuntahan ng tao sa plaza Pagpunta n Duterte sa Tacloban SI
macbook,macbook(3),3,2,0,0.000,1,0.500,3.8,0,0,Meet my lil' friend? Gold MacBook X Marble?? #macbook #gold #newbaby #laptop #highech #highend… http
slayy,slayyyy(2)|slayyyyy(1),3,2,0,0.000,1,0.500,3.8,0,0,SLAYYYYY  https://t.co/4TFpjtX2zl
kaway,kaway(3),3,2,0,0.000,1,0.500,3.8,0,0,8 bwan? iyak tawa halakhak nahack awards tvcs ano pb? Team Abroad Team Puyat kaway!! #ALDUB8thMonths
etf,etf(3),3,2,0,0.000,1,0.500,3.8,0,0,@cnbcKaren #VRX is in an ETF. What happened to that ETF yesterday? I don't know if blind investing i
lait,lait(3),3,2,0,0.000,1,0.500,3.8,0,0,@joan_agon gaga c marrise lait ng lait eh bobo nrin cya at hnd yan mgsosory kong c tommy panay spoil
coutinho,coutinho(3),3,2,0,0.000,1,0.500,3.8,0,0,Coutinho!!!
heda,heda(3),3,2,0,0.000,1,0.500,3.8,0,0,?? Kim bu cennet vatan?n u?runa olmaz ki feda - ?üheda f??k?racak topra?? s?ksan ?üheda ?? https://t
ram,ram(3),3,2,0,0.000,1,0.500,3.8,0,0,"ram_sy_dee : ""#organicfoods#vegan? #vegano #organic#"" https://t.co/eCTA3Hz5hS #beirut"
drawn,drawn(3),3,3,0,0.000,1,0.333,3.5,0,0,No sun drawn in a child's painting should ever have a frowny face ? https://t.co/aZLhhjJgjS
beruit,beruit(3),3,3,0,0.000,1,0.333,3.5,0,0,Discovered the progressive  vickvanlianofficial design office and store today in #Beruit… https://t.
jokes,jokes(3),3,3,0,0.000,1,0.333,3.5,0,0,@GhinaSeddik so much for the Arsenal jokes though
radiooneleb,radiooneleb(3),3,3,0,0.000,1,0.333,3.5,0,0,@RadioOneLeb #Beirut  https://t.co/6ZAqyHrhsf
genuine,genuine(3),3,3,0,0.000,1,0.333,3.5,0,0,Hold on to every genuine person you find. This generation has people driven by ego money &amp; statu
artwork,artwork(3),3,3,0,0.000,1,0.333,3.5,0,0,@BebeRexha describe the artwork:p
alles,alles(3),3,3,0,0.000,1,0.333,3.5,0,0,@andreaslange112 @Typisch_Deutsch @welt Geschweige von Menschen abkoepfen Haende/Beine abhacken und 
commander,commander(3),3,3,0,0.000,1,0.333,3.5,0,0,ALYCIA IS OUR COMMANDER WELL HELL YASS
oumeimaelkhalil,oumeimaelkhalil(3),3,3,0,0.000,1,0.333,3.5,0,0,Much much love to youuu! @OumeimaElKhalil ? https://t.co/JrU26honan
hanggang,hanggang(3),3,3,0,0.000,1,0.333,3.5,0,0,@XianLimm Macoy ang galing galing niyo ni Tin bakit ganun 1st gap hanggang last gap puro iyak ???...
ahelmy,ahelmy(3),3,3,0,0.000,1,0.333,3.5,0,0,أستاذ أحمد ?رسمتي المتواضعة إلك ???بتمنى تشوفا وتعجبك ??  الك كل الاحترام @ahelmy https://t.co/vDfQm
punch,punch(3),3,3,0,0.000,1,0.333,3.5,0,0,How much did #Gilette pay Lionel Messi to punch him sideways with grass? #lionelmessi #ads
kamleshkamau,kamleshkamau(3),3,3,0,0.000,1,0.333,3.5,0,0,@kameme101 @KamleshKamau #kigooco iko tops
ongoing,ongoing(3),3,3,0,0.000,1,0.333,3.5,0,0,Teachers celebrations are still ongoing !!! ??? مركز الارشاد والتوجيه celebrated their day today… ht
kalamennas,kalamennas(3),3,3,0,0.000,1,0.333,3.5,0,0,@Kalamennas @saadhariri بعدو موهوم مغموم مسموم مفروم وبرغي حنكو مقروم وبيضل يقول عاسوريا من المطار ب
loriepester,loriepester(3),3,3,0,0.000,1,0.333,3.5,0,0,@LoriePester Just Like Usual...Amazing! ??
walking,walking(3),3,3,0,0.000,1,0.333,3.5,0,0,#girls #loveofmylife #cousinlove #walking ?? @ Masrah Mont-Liban … https://t.co/4JYFuhUwk4
algeria,algeria(3),3,3,0,0.000,1,0.333,3.5,0,0,@tomyomrane @SuhilaBnLachhab @Algeria_Tweet @Souhila__Fans loll طيب لو سمحتوا فرجونا ياهم ،ناس فاضيه
alwalid,alwalid(3),3,3,0,0.000,1,0.333,3.5,0,0,@Alwalid_Salama سلامتك ???
salama,salama(3),3,3,0,0.000,1,0.333,3.5,0,0,@Alwalid_Salama سلامتك ???
ghazir,ghazir(3),3,3,0,0.000,1,0.333,3.5,0,1,New song from #MBCTheVoiceKids finalist becharaghady @ Ghazir/Kfarhbeb https://t.co/1U4FSyowOm
daamn,daaaamn(1)|daaaaaaamn(1)|daaaaaaaamn(1),3,3,0,0.000,1,0.333,3.5,0,0,Daaaamn
noun,noun(3),3,3,0,0.000,1,0.333,3.5,0,0,@Benlamara a noun. Also a bold manner or a show of boldness intended to impress or intimidate.
treasures,treasures(3),3,3,0,0.000,1,0.333,3.5,0,0,One of those archeological treasures. All to myself. I was the only visitor. Heaven. @AUB_Lebanon @L
jump,jump(3),3,3,0,0.000,1,0.333,3.5,0,0,Work tip? Stand up Stretch Take a walk Go to the airport Get on a plane. Jump Never return?? #Lebano
bilarakib,bilarakib(3),3,3,0,0.000,1,0.333,3.5,0,0,#Repost @bilarakib with repostapp. ??? Fun fun fun always with Saidooo @ Beirut Lebanon https://t.co
tootbeirut,tootbeirut(3),3,3,0,0.000,1,0.333,3.5,0,0,Who said Mini Burgers are for kids only!?Feeling hungry???? #tootbeirut #hamra #livelovelebanon #foo
forgiveness,forgiveness(3),3,3,0,0.000,1,0.333,3.5,0,0,@Allah_1st @jannahsabr Abu Dhabi has Ministers of Happiness ?nd Forgiveness to work on both..? ?
roland,roland(3),3,3,0,0.000,1,0.333,3.5,0,0,Dank @WinantsLuc @WendyBedet @jeanjan69 &amp; Roland voor inspirerende gezelschap &amp; discussies i
marunong,marunong(3),3,3,0,0.000,1,0.333,3.5,0,0,REAL ToMiho Miho Tommy FANS  marunong sa GIVE and TAKE kung di niyo alam yan isang lang ibig sabihin
nadiya,nadiya(3),3,3,0,0.000,1,0.333,3.5,0,0,@Nadiya_tender1 اني احلق في عينيك دوما?
tender,tender1(3),3,3,0,0.000,1,0.333,3.5,0,0,@Nadiya_tender1 اني احلق في عينيك دوما?
guwapo,guwapo(3),3,3,0,0.000,1,0.333,3.5,0,0,@maiden16_ILN @MaineAlden16 guwapo ni jake hihihihi #ALDUBPaandarNiDudang
shia,shia(2)|shia101(1),3,3,0,0.000,1,0.333,3.5,0,0,@mdaoui @ALJADEEDNEWS I fully agree all Islamist options are the nemesis of Lebanon both the Sunni a
jnoub,jnoub(3),3,3,0,0.000,1,0.333,3.5,0,0,Jnoub today????
unoemilio,unoemilio(3),3,3,0,0.000,1,0.333,3.5,0,0,ahaha @unoemilio bat ang pogi mo yikeee #ALDUBPaandarNiDudang  https://t.co/YmYNuCEvv6
lovellyvibes,lovellyvibes(3),3,3,0,0.000,1,0.333,3.5,0,0,@lovellyvibes @murielchacar ?
wisely,wisely(3),3,3,0,0.000,1,0.333,3.5,0,0,Choose your rings wisely.
kifik,kifik(3),3,3,0,0.000,1,0.333,3.5,0,0,@najwakaram kifik noja? Miss u ???? https://t.co/tv4LkdZDTZ
woww,woww(1)|wowwww(1)|wowwwww(1),3,3,0,0.000,1,0.333,3.5,0,0,Everything is so temporary woww
ouh,ouh(3),3,3,0,0.000,1,0.333,3.5,0,0,Ouh birthday in 4 days.
philippines,philippines(3),3,3,0,0.000,1,0.333,3.5,0,0,Philippines keeps Suzuki Cup hosting rights: official https://t.co/kc0FqEwnb8 https://t.co/uZ9fJl5LI
jpg,jpg(3),3,3,0,0.000,1,0.333,3.5,0,0,حياتي عزاب.jpg
underground,underground(3),3,3,0,0.000,1,0.333,3.5,0,0,"scapeworks : ""Why hide underground when you can be as cool as aerial roots?"" https://t.co/q24szLGtxo"
jsbeirut,jsbeirut(3),3,3,0,0.000,1,0.333,3.5,0,0,Perfect morning to host #JSBeirut! Another JS conference in continental Asia :) https://t.co/9dunIxk
alcohol,alcohol(3),3,3,0,0.000,1,0.333,3.5,0,0,What alcohol tries to explain to you? https://t.co/XIIz2JUHIW
tom,tom(3),3,3,0,0.000,1,0.333,3.5,0,0,@BenDinnery will alli and dier play Tom ????
fesuglkvlo,fesuglkvlo(3),3,3,0,0.000,1,0.333,3.5,0,0,#كيليني: لكي توقف #ميسي عليكم بالدعاء.. اما كريستاينو فـ..!  https://t.co/fesUGlkvlO https://t.co/O5
secretary,secretary(3),3,3,0,0.000,1,0.333,3.5,0,0,Nabila Makram: Egyptian Minister of Immigration. The 1st Egyptian secretary to Rome 2nd to Chicago &
author,author(3),3,3,0,0.000,1,0.333,3.5,0,0,Mona Eltahawy: Egyptian-American freelance journalist women's rights advocate author and commentator
vision,vision(3),3,3,0,0.000,1,0.333,3.5,0,0,Controversial statement about the Western vision of the #Kurds from @alimuratyel in @MiddleEastEye h
alfa,alfa(3),3,3,0,0.000,1,0.333,3.5,0,0,"rogerkhater : ""#selfie3youn at #girlsgotitleb with #alfa.telecom very #nostalgia"" https://t.co/WnrA7"
soldier,soldier(3),3,3,0,0.000,1,0.333,3.5,0,0,Explosive belt seized in east Lebanon after arrest of ex-soldier https://t.co/NYJmnlUv0q https://t.c
mdadoush,mdadoush(3),3,3,0,0.000,1,0.333,3.5,0,0,@MDadoush لاتتسرعي كرمالك يعني ههه
ghassanjawad,ghassanjawad1(3),3,3,0,0.000,1,0.333,3.5,0,0,@GhassanJawad1 @YouTube kalam sarih wadih we mantiki
panahon,panahon(3),3,3,0,0.000,1,0.333,3.5,0,0,Sa ayaw at sa gusto man natin bibigyan talaga yan siya ng LT iba na panahon ngayon teh LT na ang bas
praises,praises(3),3,3,0,0.000,1,0.333,3.5,0,0,Kuwait Praises Lebanese Security Forces over Swift Murder Probe https://t.co/KcMnTG4G73 #Kuwait http
watering,watering(3),3,3,0,0.000,1,0.333,3.5,0,0,Our loyal customer Noah giving a hand in watering Louis' plants! Way to go pal!  #HajjAuSouk @… http
espresso,espresso(3),3,3,0,0.000,1,0.333,3.5,0,0,From The Economist Espresso: ECB fires monetary bazooka (again); China sets bullish growth target  h
tamosprediction,tamosprediction(3),3,3,0,0.000,1,0.333,3.5,0,0,@Tamosprediction @mariamallat1 @OmarTamo19 Osama?
yolo,yolo(3),3,3,0,0.000,1,0.333,3.5,0,0,@ClintNSaidy English teacher because he has nAthing to loose. Yolo right?
refuses,refuses(3),3,3,0,0.000,1,0.333,3.5,0,0,Manager Refuses to Give Details about Shumacher's Health Condition https://t.co/REKtnCoFKv https://t
immediately,immediately(3),3,3,0,0.000,1,0.333,3.5,0,0,@AlexandraJonson *Whispering* Remember the CL final between Atleti and RM? It was a draw. I switched
captives,captives(3),3,3,0,0.000,1,0.333,3.5,0,0,New York Times: Islamic State forcing birth control on captives to maintain its industry of rape
inshallah,inshallah(3),3,3,0,0.000,1,0.333,3.5,0,0,I'll be back #Inshallah as soon as i got the proper #oppertunity ??  #Beirut #downtown #Lebanon… htt
sub,sub(3),3,3,0,0.000,1,0.333,3.5,0,0,First sub should be: Bravo out Samper in. Bravo is invisible so far.
behdad,behdad(3),3,3,0,0.000,1,0.333,3.5,0,0,ا?نجا استارباکس ? دق?قه تا خونه فاصله داره، تازه م?‌فهمم @behdad_k  کنار ‌لم?ز چه حال? م?‌کنه :د?
markhachembey,markhachembey(3),3,3,0,0.000,1,0.333,3.5,0,0,@MarkHachemBEY #MarcGuiragossian https://t.co/fc1MwLXWIT
obeid,obeid(3),3,3,0,0.000,1,0.333,3.5,0,0,“Chway Chway (Samra) [Exclusive]” by Khalil Abou Obeid on @anghami   https://t.co/SJmand0fCk
nevermind,nevermind(3),3,3,0,0.000,1,0.333,3.5,0,0,@86Antoine @LBCISports nevermind a scary change
qartaba,qartaba(3),3,3,0,0.000,1,0.333,3.5,0,0,No better life than a simple one @ Qartaba https://t.co/GvYekpzG0A
bei,bei(3),3,3,0,0.000,1,0.333,3.5,0,0,@SahaR_bei @Kami2kira لكل شئ هدف وتخطيط ومليون علامة استفهام!!!! ؟؟؟؟؟؟
derby,derby(3),3,3,0,0.000,1,0.333,3.5,0,0,He kills us with that selfie than he's tweeting about Derby like nothing happend Respect us boi http
shay,shay(3),3,3,0,0.000,1,0.333,3.5,0,0,I'm at Shay ou Aasal in Tripoli https://t.co/XcgHa6dv0b
tak,tak(3),3,3,0,0.000,1,0.333,3.5,0,0,@VibekeMogensen send en varm hilsen fra Damascus til alle - og TAK for jeres indsats
ayyy,ayyy(3),3,3,0,0.000,1,0.333,3.5,0,0,Ayyy yerim yerim Bar??o ???? #barisarduc #elçinsangu https://t.co/n9kd6Rx2bt
psygh,psygh(3),3,3,0,0.000,1,0.333,3.5,0,0,@psygh best of luck ??
viscabarca,viscabarca(3),3,3,0,0.000,1,0.333,3.5,0,0,?? ?? Ardaa ? @ArdaTuran #viscabarca aslan ? https://t.co/DC4jifi9hg
protesting,protesting(3),3,3,0,0.000,1,0.333,3.5,0,0,The #Lebanese gov. keeps lying to the protesting #citizens It vows promises which it doesnt fulfill 
achieve,achieve(3),3,3,0,0.000,1,0.333,3.5,0,0,@HaifaWehbe  Best Wishes For You &amp; wonderful year ahead... I hope to achieve all your dreams &am
minds,minds(3),3,3,0,0.000,1,0.333,3.5,0,0,Our Great #Entrepreneurs from Start Your Own #Business (5th wave)  Great minds with high… https://t.
thousands,thousands(3),3,3,0,0.000,1,0.333,3.5,0,0,Don't ask me ! Following me seems to lead to Thousands of Rap Artists always look at my fans There A
practices,practices(3),3,3,0,0.000,1,0.333,3.5,0,0,Reports on FGM practices in some third-world countries https://t.co/De9q5oMQ2t
ninyo,ninyo(3),3,3,0,0.000,1,0.333,3.5,0,0,@CabangRoma @RonaldoFCabuhat kung ano ano pinag sasabi ninyo manood lang kayo
bop,bop(3),3,3,0,0.000,1,0.333,3.5,0,0,Bop  https://t.co/Iw95vfH5I7
kat,kat(3),3,3,0,0.000,1,0.333,3.5,0,0,تقرير- الجربا يَفتحُ فَرعا برعايةِ دحلان وصقر @kat https://t.co/VpQgcxsStw
hali,hali(3),3,3,0,0.000,1,0.333,3.5,0,0,تقرير- الحكومة تبلّط البحر بالقمامة @hali https://t.co/nnvwHI1lV3
