id,arabizi_variant,normalized_arabizi,arabic_lebanese,english_meaning,category,part_of_speech,form_type,notes,confidence
26729,lezim nshouf l hawiyye,lezim nshouf l hawiyye,لازم نشوف الهوية,we need to check the ID,services,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26730,lezim nshouf l meeting,lezim nshouf l meeting,لازم نشوف الاجتماع,we need to check the meeting,work,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26731,lezim nshouf l project,lezim nshouf l project,لازم نشوف البروجكت,we need to check the project,university,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26732,khallina nshouf l prof,khallina nshouf l prof,خلينا نشوف البروف,let us check the professor,university,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26733,khallina nshouf l team,khallina nshouf l team,خلينا نشوف التيم,let us check the team,work,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26734,khallina nshouf l chat,khallina nshouf l chat,خلينا نشوف الشات,let us check the chat,social_media,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26735,lezim nshouf l lecture,lezim nshouf l lecture,لازم نشوف اللكتشر,we need to check the lecture,university,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26736,khallina nshouf l exam,khallina nshouf l exam,خلينا نشوف الإمتحان,let us check the exam,university,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26737,lezim nshouf l parking,lezim nshouf l parking,لازم نشوف الباركينغ,we need to check the parking,transportation,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26738,khallina nshouf l lift,khallina nshouf l lift,خلينا نشوف الليفت,let us check the elevator,housing,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26739,lezim nshouf l kahraba,lezim nshouf l kahraba,لازم نشوف الكهربا,we need to check the electricity,home,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26740,khallina nshouf l wifi,khallina nshouf l wifi,خلينا نشوف الواي فاي,let us check the Wi-Fi,phone_internet,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26741,baddi shouf l keyboard,baddi shouf l keyboard,بدي شوف الكيبورد,I want to see the keyboard,phone_internet,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26742,khalli l account ma3ak,khalli l account ma3ak,خلّي الأكاونت معك,keep the account with you,phone_internet,phrase,phrase,Expansion Round 5; practical request,high
26743,khalli l charger ma3ak,khalli l charger ma3ak,خلّي التشارجر معك,keep the charger with you,phone_internet,phrase,phrase,Expansion Round 5; practical request,high
26744,khalli l laptop 3andak,khalli l laptop 3andak,خلّي اللابتوب عندك,keep the laptop at your place,phone_internet,phrase,phrase,Expansion Round 5; practical request,high
26745,khalli l mafte7 3andak,khalli l mafte7 3andak,خلّي المفتاح عندك,keep the key at your place,objects,phrase,phrase,Expansion Round 5; practical request,high
26746,khalli l wara2a 3andak,khalli l wara2a 3andak,خلّي الورقة عندك,keep the paper at your place,objects,phrase,phrase,Expansion Round 5; practical request,high
26747,khalli l dafter 3andak,khalli l dafter 3andak,خلّي الدفتر عندك,keep the notebook at your place,university,phrase,phrase,Expansion Round 5; practical request,high
26748,khalli l shanta 3andak,khalli l shanta 3andak,خلّي الشنطة عندك,keep the bag at your place,objects,phrase,phrase,Expansion Round 5; practical request,high
26749,khalli l remote 3andak,khalli l remote 3andak,خلّي الريموت عندك,keep the remote at your place,home,phrase,phrase,Expansion Round 5; practical request,high
26750,khalli l fatoura ma3ak,khalli l fatoura ma3ak,خلّي الفاتورة معك,keep the invoice with you,money,phrase,phrase,Expansion Round 5; practical request,high
26751,khalli l hawiyye ma3ak,khalli l hawiyye ma3ak,خلّي الهوية معك,keep the ID with you,services,phrase,phrase,Expansion Round 5; practical request,high
26752,sar fi meshkle bel app,sar fi meshkle bel app,صار في مشكلة بالآب,a problem happened with the app,phone_internet,phrase,phrase,Expansion Round 5; problem chunk,high
26753,sar fi meshkle bel net,sar fi meshkle bel net,صار في مشكلة بالنت,a problem happened with the internet,phone_internet,phrase,phrase,Expansion Round 5; problem chunk,high
26754,ma fi meshkle bel wifi,ma fi meshkle bel wifi,ما في مشكلة بالواي فاي,there is no problem with the Wi-Fi,phone_internet,phrase,phrase,Expansion Round 5; problem chunk,high
26755,fi meshkle bel charger,fi meshkle bel charger,في مشكلة بالتشارجر,there is a problem with the charger,phone_internet,phrase,phrase,Expansion Round 5; problem chunk,high
26756,sar fi meshkle bel mic,sar fi meshkle bel mic,صار في مشكلة بالمايك,a problem happened with the mic,phone_internet,phrase,phrase,Expansion Round 5; problem chunk,high
26757,fi meshkle bel payment,fi meshkle bel payment,في مشكلة بالبيمنت,there is a problem with the payment,money,phrase,phrase,Expansion Round 5; problem chunk,high
26758,fi meshkle bel project,fi meshkle bel project,في مشكلة بالبروجكت,there is a problem with the project,university,phrase,phrase,Expansion Round 5; problem chunk,high
26759,fi meshkle bel parking,fi meshkle bel parking,في مشكلة بالباركينغ,there is a problem with the parking,transportation,phrase,phrase,Expansion Round 5; problem chunk,high
26760,ma fi meshkle bel lift,ma fi meshkle bel lift,ما في مشكلة باليفت,there is no problem with the elevator,housing,phrase,phrase,Expansion Round 5; problem chunk,high
26761,fi meshkle bel kahraba,fi meshkle bel kahraba,في مشكلة بالكهربا,there is a problem with the electricity,home,phrase,phrase,Expansion Round 5; problem chunk,high
26762,sar fi meshkle bel may,sar fi meshkle bel may,صار في مشكلة بالمي,a problem happened with the water,home,phrase,phrase,Expansion Round 5; problem chunk,high
26763,ma fi meshkle bel resu,ma fi meshkle bel resu,ما في مشكلة بالإيصال,there is no problem with the receipt,money,phrase,phrase,Expansion Round 5; problem chunk,high
26764,ba3do l gharad mawjoud,ba3do l gharad mawjoud,بعدو الغرض موجود,the item is still available,marketplace,phrase,phrase,Expansion Round 5; domain phrase,high
26765,b3atle proof l payment,b3atle proof l payment,بعتلي بروف البيمنت,send me proof of payment,money,phrase,phrase,Expansion Round 5; domain phrase,high
26766,ba3do fi menno l phone,ba3do fi menno l phone,بعدو في منو التليفون,this phone is still available,phone_internet,phrase,phrase,Expansion Round 5; availability phrase,high
26767,ma fi menno l keyboard,ma fi menno l keyboard,ما في منو الكيبورد,this keyboard is not available,phone_internet,phrase,negation,Expansion Round 5; availability phrase,high
26768,ba3do fi menno l mouse,ba3do fi menno l mouse,بعدو في منو الماوس,this mouse is still available,phone_internet,phrase,phrase,Expansion Round 5; availability phrase,high
26769,ba3do fi menno l cable,ba3do fi menno l cable,بعدو في منو الكايبل,this cable is still available,phone_internet,phrase,phrase,Expansion Round 5; availability phrase,high
26770,ba3do fi menno l fiche,ba3do fi menno l fiche,بعدو في منو الفيشة,this plug is still available,home,phrase,phrase,Expansion Round 5; availability phrase,high
26771,ba3do fi menno l 2alam,ba3do fi menno l 2alam,بعدو في منو القلم,this pen is still available,objects,phrase,phrase,Expansion Round 5; availability phrase,high
26772,ba3do fi menno l tabe2,ba3do fi menno l tabe2,بعدو في منو الطبق,this plate is still available,food,phrase,phrase,Expansion Round 5; availability phrase,high
26773,ba3do fi menno l 2nene,ba3do fi menno l 2nene,بعدو في منو القنينة,this bottle is still available,food,phrase,phrase,Expansion Round 5; availability phrase,high
26774,ma fi menno l sandwich,ma fi menno l sandwich,ما في منو الساندويش,this sandwich is not available,food,phrase,negation,Expansion Round 5; availability phrase,high
26775,ba3do fi menno l jebne,ba3do fi menno l jebne,بعدو في منو الجبنة,this cheese is still available,food,phrase,phrase,Expansion Round 5; availability phrase,high
26776,ba3do fi menno l laban,ba3do fi menno l laban,بعدو في منو اللبن,this yogurt is still available,food,phrase,phrase,Expansion Round 5; availability phrase,high
26777,ba3do fi menno l bluze,ba3do fi menno l bluze,بعدو في منو البلوزة,this shirt is still available,objects,phrase,phrase,Expansion Round 5; availability phrase,high
26778,l marwa7a ma 3am tdour,l marwa7a ma 3am tdour,المروحة ما عم تدور,the fan is not spinning,home,phrase,negation,Expansion Round 5; object malfunction variant,high
26779,l remote ma 3am yeb3at,l remote ma 3am yeb3at,الريموت ما عم يبعت,the remote is not sending a signal,home,phrase,negation,Expansion Round 5; object malfunction variant,high
26780,l phone ma 3am yesh7an,l phone ma 3am yesh7an,التليفون ما عم يشحن,the phone is not charging,phone_internet,phrase,negation,Expansion Round 5; object malfunction variant,high
26781,l ghasele ma 3am tdour,l ghasele ma 3am tdour,الغسالة ما عم تدور,the washing machine is not spinning,home,phrase,negation,Expansion Round 5; object malfunction variant,high
26782,l meeting t2ajjal shway,l meeting t2ajjal shway,الاجتماع تأجّل شوي,the meeting was postponed a little,work,phrase,phrase,Expansion Round 5; domain phrase,high
26783,l delivery ma wsel ba3d,l delivery ma wsel ba3d,الدليفري ما وصل بعد,the delivery has not arrived yet,services,phrase,phrase,Expansion Round 5; domain phrase,high
26784,l account ma 3am yezbat,l account ma 3am yezbat,الأكاونت ما عم يزبط,the account is not working,phone_internet,phrase,negation,Expansion Round 5; problem chunk,high
26785,ba3do l charger mawjoud,ba3do l charger mawjoud,بعدو التشارجر موجود,is the charger still available?,phone_internet,phrase,question,Expansion Round 5; question/reply,high
26786,ba3do l fatoura mawjoud,ba3do l fatoura mawjoud,بعدو الفاتورة موجود,is the invoice still available?,money,phrase,question,Expansion Round 5; question/reply,high
26787,ba3do l receipt mawjoud,ba3do l receipt mawjoud,بعدو الريسيبت موجود,is the receipt still available?,money,phrase,question,Expansion Round 5; question/reply,high
26788,ba3do l parking mawjoud,ba3do l parking mawjoud,بعدو الباركينغ موجود,is the parking still available?,transportation,phrase,question,Expansion Round 5; question/reply,high
26789,ba3do l project mawjoud,ba3do l project mawjoud,بعدو البروجكت موجود,is the project still available?,university,phrase,question,Expansion Round 5; question/reply,high
26790,ba3do telephone mawjoud,ba3do telephone mawjoud,بعدو التلفون موجود,phone is still available,phone_internet,phrase,phrase,Expansion Round 5; availability phrase,high
26791,ba3da keyboard mawjoude,ba3da keyboard mawjoude,بعدها الكيبورد موجودة,keyboard is still available,phone_internet,phrase,phrase,Expansion Round 5; availability phrase,high
26792,ba3da password mawjoude,ba3da password mawjoude,بعدها الباسوورد موجودة,password is still available,phone_internet,phrase,phrase,Expansion Round 5; availability phrase,high
26793,ba3da location mawjoude,ba3da location mawjoude,بعدها اللوكيشن موجودة,location is still available,directions,phrase,phrase,Expansion Round 5; availability phrase,high
26794,khaberne eza ma byenfa3,khaberne eza ma byenfa3,خبرني إذا ما بينفع,tell me if it does not work,daily_phrases,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26795,lezim nshouf l password,lezim nshouf l password,لازم نشوف الباسوورد,we need to check the password,phone_internet,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26796,baddi et2akkad mn l app,baddi et2akkad mn l app,بدي إتأكد من الآب,I want to check the app,phone_internet,phrase,phrase,Expansion Round 5; certainty phrase,high
